raceId,driverId,constructorId,grid,position,points,fastestLap,fastestLapSpeed,statusId
18,1,1,1,1,10.0,39,218.300,1
18,2,2,5,2,8.0,41,217.586,1
18,3,3,7,3,6.0,41,216.719,1
18,4,4,11,4,5.0,58,215.464,1
18,5,1,3,5,4.0,43,218.385,1
18,6,3,13,6,3.0,50,212.974,11
18,7,5,17,7,2.0,54,213.224,5
18,8,6,15,8,1.0,20,217.180,5
18,9,2,2,\N,0.0,15,215.100,4
18,10,7,18,\N,0.0,23,213.166,3
18,11,8,19,\N,0.0,24,210.038,7
18,12,4,20,\N,0.0,20,208.907,8
18,13,6,4,\N,0.0,23,216.510,5
18,14,9,8,\N,0.0,21,213.300,4
18,15,7,6,\N,0.0,18,213.758,10
18,16,10,22,\N,0.0,8,207.461,9
18,17,9,14,\N,0.0,\N,\N,4
18,18,11,12,\N,0.0,\N,\N,4
18,19,8,21,\N,0.0,\N,\N,4
18,20,5,9,\N,0.0,\N,\N,4
18,21,10,16,\N,0.0,\N,\N,4
18,22,11,10,\N,0.0,44,215.141,2
19,8,6,2,1,10.0,37,209.158,1
19,9,2,4,2,8.0,39,208.033,1
19,5,1,8,3,6.0,19,208.031,1
19,15,7,3,4,5.0,53,207.715,1
19,1,1,9,5,4.0,53,209.033,1
19,2,2,5,6,3.0,55,209.244,1
19,17,9,6,7,2.0,53,206.366,1
19,4,4,7,8,1.0,40,207.240,1
19,14,9,12,9,0.0,55,207.417,1
19,18,11,11,10,0.0,56,208.481,1
19,12,4,13,11,0.0,52,205.812,1
19,21,10,17,12,0.0,52,205.800,11
19,22,11,14,13,0.0,55,206.372,11
19,3,3,16,14,0.0,55,206.182,11
19,19,8,21,15,0.0,55,203.265,11
19,11,8,19,16,0.0,53,202.578,12
19,6,3,22,17,0.0,19,204.222,12
19,20,5,15,\N,0.0,37,205.995,5
19,13,6,1,\N,0.0,15,208.048,20
19,16,10,20,\N,0.0,3,198.891,9
19,10,7,10,\N,0.0,\N,\N,4
19,7,5,18,\N,0.0,\N,\N,20
20,13,6,2,1,10.0,38,208.153,1
20,8,6,4,2,8.0,35,207.911,1
20,9,2,1,3,6.0,55,207.765,1
20,2,2,6,4,5.0,48,208.231,1
20,5,1,5,5,4.0,49,209.062,1
20,15,7,7,6,3.0,45,206.819,1
20,17,9,11,7,2.0,51,206.597,1
20,3,3,8,8,1.0,57,207.109,1
20,10,7,13,9,0.0,56,205.503,1
20,4,4,10,10,0.0,35,204.668,1
20,22,11,12,11,0.0,40,205.399,1
20,21,10,18,12,0.0,56,204.963,11
20,1,1,3,13,0.0,25,203.969,11
20,6,3,16,14,0.0,30,204.155,11
20,7,5,15,15,0.0,33,204.369,11
20,19,8,21,16,0.0,45,204.389,11
20,11,8,22,17,0.0,56,203.180,11
20,14,9,17,18,0.0,43,204.331,11
20,16,10,20,19,0.0,55,204.136,12
20,12,4,14,\N,0.0,31,204.808,6
20,18,11,9,\N,0.0,11,202.686,4
20,20,5,19,\N,0.0,\N,\N,5
21,8,6,1,1,10.0,46,205.191,1
21,13,6,3,2,8.0,45,204.863,1
21,1,1,5,3,6.0,20,204.323,1
21,9,2,4,4,5.0,20,204.102,1
21,17,9,7,5,4.0,19,202.969,1
21,18,11,13,6,3.0,66,203.489,1
21,6,3,12,7,2.0,48,200.576,1
21,15,7,8,8,1.0,45,202.494,1
21,2,2,9,9,0.0,21,203.080,1
21,21,10,19,10,0.0,40,200.841,11
21,10,7,14,11,0.0,57,201.886,11
21,14,9,17,12,0.0,57,202.288,11
21,11,8,22,13,0.0,34,198.045,11
21,3,3,15,\N,0.0,20,201.130,5
21,4,4,2,\N,0.0,15,202.677,5
21,22,11,11,\N,0.0,21,199.837,4
21,5,1,6,\N,0.0,19,203.243,3
21,19,8,21,\N,0.0,6,192.922,21
21,7,5,16,\N,0.0,6,194.862,4
21,12,4,10,\N,0.0,6,196.128,4
21,16,10,20,\N,0.0,\N,\N,4
21,20,5,18,\N,0.0,\N,\N,4
22,13,6,1,1,10.0,16,221.734,1
22,1,1,3,2,8.0,31,222.085,1
22,8,6,4,3,6.0,20,222.144,1
22,9,2,5,4,5.0,17,221.442,1
22,2,2,9,5,4.0,20,220.328,1
22,4,4,7,6,3.0,57,220.174,1
22,17,9,6,7,2.0,14,219.294,1
22,3,3,11,8,1.0,55,218.882,1
22,14,9,10,9,0.0,41,218.457,1
22,15,7,8,10,0.0,52,218.556,1
22,18,11,13,11,0.0,57,218.377,11
22,5,1,2,12,0.0,55,219.269,11
22,10,7,15,13,0.0,28,217.623,11
22,22,11,12,14,0.0,56,218.330,11
22,12,4,17,15,0.0,40,218.703,11
22,16,10,19,16,0.0,35,216.454,11
22,20,5,14,17,0.0,38,217.926,11
22,7,5,18,\N,0.0,19,216.539,22
22,6,3,16,\N,0.0,\N,\N,4
22,21,10,20,\N,0.0,\N,\N,4
23,1,1,3,1,10.0,71,153.152,1
23,9,2,5,2,8.0,75,154.286,1
23,13,6,1,3,6.0,76,154.379,1
23,17,9,9,4,5.0,74,152.133,1
23,20,5,19,5,4.0,74,152.614,1
23,22,11,14,6,3.0,75,151.104,1
23,6,3,13,7,2.0,75,150.469,1
23,5,1,4,8,1.0,74,155.586,1
23,8,6,2,9,0.0,74,156.789,1
23,4,4,7,10,0.0,73,154.413,11
23,18,11,11,11,0.0,74,151.089,11
23,10,7,10,12,0.0,75,151.021,11
23,15,7,8,13,0.0,75,150.620,11
23,2,2,12,14,0.0,72,149.829,14
23,16,10,18,\N,0.0,60,146.564,4
23,3,3,6,\N,0.0,58,147.951,3
23,12,4,17,\N,0.0,40,131.860,3
23,21,10,20,\N,0.0,33,129.500,6
23,14,9,15,\N,0.0,7,117.753,3
23,7,5,16,\N,0.0,7,118.872,4
24,9,2,2,1,10.0,47,202.473,1
24,2,2,8,2,8.0,25,202.758,1
24,14,9,13,3,6.0,36,201.057,1
24,10,7,11,4,5.0,31,198.510,1
24,13,6,6,5,4.0,11,201.261,1
24,15,7,14,6,3.0,38,199.056,1
24,22,11,9,7,2.0,35,200.503,1
24,20,5,19,8,1.0,33,199.913,1
24,5,1,7,9,0.0,62,200.091,1
24,3,3,5,10,0.0,14,201.336,1
24,18,11,20,11,0.0,58,197.847,1
24,17,9,10,12,0.0,51,200.759,1
24,7,5,18,13,0.0,34,199.689,11
24,21,10,17,\N,0.0,41,198.563,20
24,6,3,12,\N,0.0,30,199.273,3
24,4,4,4,\N,0.0,16,200.697,20
24,12,4,15,\N,0.0,16,198.129,23
24,8,6,3,\N,0.0,14,202.871,4
24,1,1,1,\N,0.0,4,202.559,4
24,16,10,16,\N,0.0,7,194.624,6
25,13,6,2,1,10.0,20,206.956,1
25,8,6,1,2,8.0,16,207.224,1
25,15,7,4,3,6.0,12,204.721,1
25,5,1,10,4,5.0,46,205.870,1
25,9,2,5,5,4.0,16,205.768,1
25,17,9,6,6,3.0,22,204.879,1
25,12,4,9,7,2.0,24,204.218,1
25,4,4,3,8,1.0,39,204.525,1
25,14,9,7,9,0.0,23,204.060,1
25,1,1,13,10,0.0,40,205.022,1
25,10,7,8,11,0.0,45,204.013,1
25,20,5,12,12,0.0,36,204.212,1
25,2,2,11,13,0.0,46,204.328,1
25,22,11,20,14,0.0,54,203.665,11
25,6,3,15,15,0.0,60,203.443,11
25,3,3,19,16,0.0,38,202.776,11
25,7,5,14,17,0.0,28,203.022,11
25,21,10,17,18,0.0,53,202.141,11
25,16,10,18,19,0.0,41,202.385,11
25,18,11,16,\N,0.0,15,196.345,4
26,1,1,4,1,10.0,16,199.398,1
26,2,2,5,2,8.0,21,199.609,1
26,22,11,16,3,6.0,21,198.183,1
26,8,6,3,4,5.0,18,200.842,11
26,5,1,1,5,4.0,17,198.728,11
26,4,4,6,6,3.0,17,198.722,11
26,15,7,14,7,2.0,22,197.292,11
26,6,3,15,8,1.0,21,196.310,11
26,3,3,20,9,0.0,21,195.234,11
26,17,9,2,10,0.0,17,199.109,11
26,7,5,13,11,0.0,21,198.224,11
26,10,7,12,12,0.0,19,195.619,11
26,13,6,9,13,0.0,19,198.458,12
26,9,2,10,\N,0.0,22,197.859,20
26,18,11,17,\N,0.0,21,198.205,20
26,12,4,7,\N,0.0,21,198.573,20
26,21,10,19,\N,0.0,21,194.960,20
26,16,10,18,\N,0.0,5,188.545,20
26,20,5,8,\N,0.0,\N,\N,4
26,14,9,11,\N,0.0,\N,\N,4
27,1,1,1,1,10.0,17,216.552,1
27,12,4,17,2,8.0,66,214.099,1
27,13,6,2,3,6.0,19,215.241,1
27,2,2,12,4,5.0,52,216.700,1
27,5,1,3,5,4.0,63,215.261,1
27,8,6,6,6,3.0,66,215.692,1
27,9,2,7,7,2.0,17,214.937,1
27,20,5,9,8,1.0,20,214.484,1
27,15,7,4,9,0.0,17,213.785,1
27,3,3,13,10,0.0,34,212.799,1
27,4,4,5,11,0.0,17,213.530,1
27,7,5,15,12,0.0,63,213.935,1
27,14,9,10,13,0.0,18,213.866,1
27,6,3,16,14,0.0,23,211.947,1
27,16,10,19,15,0.0,66,211.408,1
27,21,10,20,16,0.0,67,210.546,1
27,18,11,14,17,0.0,56,212.097,11
27,22,11,18,\N,0.0,30,211.145,4
27,17,9,8,\N,0.0,20,213.278,5
27,10,7,11,\N,0.0,24,214.652,22
28,5,1,2,1,10.0,19,192.917,1
28,10,7,5,2,8.0,42,193.111,1
28,8,6,6,3,6.0,61,194.243,1
28,4,4,7,4,5.0,47,192.823,1
28,1,1,1,5,4.0,15,193.533,1
28,12,4,10,6,3.0,64,193.428,1
28,15,7,9,7,2.0,65,193.189,1
28,9,2,4,8,1.0,70,192.475,1
28,17,9,8,9,0.0,67,192.043,1
28,2,2,15,10,0.0,67,191.908,1
28,14,9,13,11,0.0,67,190.634,1
28,18,11,12,12,0.0,63,191.409,11
28,6,3,16,13,0.0,67,189.319,11
28,3,3,14,14,0.0,57,191.409,11
28,21,10,18,15,0.0,68,190.844,11
28,22,11,17,16,0.0,65,191.319,12
28,13,6,3,17,0.0,16,193.861,5
28,7,5,19,18,0.0,29,189.516,13
28,16,10,20,\N,0.0,29,188.542,23
28,20,5,11,\N,0.0,17,187.262,25
29,13,6,1,1,10.0,36,197.637,1
29,1,1,2,2,8.0,16,197.285,1
29,9,2,3,3,6.0,38,196.399,1
29,5,1,5,4,5.0,19,196.831,1
29,15,7,7,5,4.0,37,195.755,1
29,20,5,6,6,3.0,36,196.093,1
29,10,7,13,7,2.0,54,195.995,1
29,3,3,9,8,1.0,35,195.912,1
29,2,2,8,9,0.0,57,196.013,1
29,7,5,10,10,0.0,35,195.790,1
29,12,4,15,11,0.0,29,195.977,1
29,17,9,14,12,0.0,27,194.570,11
29,18,11,16,13,0.0,21,193.606,11
29,21,10,18,14,0.0,54,194.397,11
29,6,3,11,15,0.0,56,195.469,11
29,22,11,19,16,0.0,56,193.933,11
29,14,9,17,17,0.0,13,193.194,11
29,8,6,4,\N,0.0,34,196.214,5
29,16,10,20,\N,0.0,28,193.802,3
29,4,4,12,\N,0.0,\N,\N,4
30,13,6,2,1,10.0,26,232.987,1
30,2,2,5,2,8.0,36,231.182,1
30,1,1,1,3,6.0,20,233.175,1
30,4,4,6,4,5.0,25,230.820,1
30,20,5,10,5,4.0,16,231.142,1
30,9,2,8,6,3.0,36,231.399,1
30,7,5,9,7,2.0,31,231.320,1
30,17,9,7,8,1.0,34,230.236,1
30,10,7,13,9,0.0,37,228.691,1
30,5,1,3,10,0.0,35,232.985,6
30,14,9,14,11,0.0,19,228.853,11
30,3,3,15,12,0.0,32,227.862,11
30,16,10,18,13,0.0,27,228.211,11
30,6,3,19,14,0.0,35,227.218,11
30,18,11,17,15,0.0,19,227.832,11
30,15,7,11,16,0.0,32,228.095,11
30,21,10,20,17,0.0,17,225.731,11
30,8,6,4,18,0.0,24,233.618,20
30,22,11,16,\N,0.0,10,224.983,6
30,12,4,12,\N,0.0,12,226.915,20
31,20,5,1,1,10.0,53,230.414,1
31,5,1,2,2,8.0,53,230.950,1
31,9,2,11,3,6.0,52,230.955,1
31,4,4,8,4,5.0,51,231.820,1
31,2,2,10,5,4.0,53,232.217,1
31,13,6,6,6,3.0,52,232.505,1
31,1,1,15,7,2.0,52,232.440,1
31,17,9,3,8,1.0,52,232.544,1
31,8,6,14,9,0.0,53,236.859,1
31,12,4,17,10,0.0,53,229.380,1
31,10,7,9,11,0.0,53,231.853,1
31,6,3,18,12,0.0,53,231.167,1
31,15,7,7,13,0.0,52,229.544,1
31,3,3,5,14,0.0,53,231.671,1
31,18,11,19,15,0.0,52,232.166,1
31,14,9,13,16,0.0,49,225.557,11
31,22,11,16,17,0.0,42,222.053,11
31,7,5,4,18,0.0,52,233.646,11
31,16,10,20,19,0.0,51,223.146,12
31,21,10,12,\N,0.0,6,214.326,3
32,4,4,15,1,10.0,55,172.464,1
32,3,3,8,2,8.0,39,171.352,1
32,1,1,2,3,6.0,14,171.969,1
32,10,7,7,4,5.0,50,170.408,1
32,20,5,6,5,4.0,13,170.047,1
32,2,2,9,6,3.0,14,169.992,1
32,14,9,14,7,2.0,41,169.587,1
32,6,3,10,8,1.0,13,170.022,1
32,18,11,12,9,0.0,61,168.700,1
32,5,1,5,10,0.0,14,169.943,1
32,9,2,4,11,0.0,14,170.639,1
32,7,5,17,12,0.0,29,169.181,1
32,13,6,1,13,0.0,13,172.482,1
32,21,10,20,14,0.0,28,167.195,1
32,8,6,3,15,0.0,14,172.740,3
32,15,7,11,\N,0.0,32,170.523,9
32,16,10,19,\N,0.0,38,166.936,3
32,17,9,13,\N,0.0,13,167.069,7
32,22,11,18,\N,0.0,13,165.348,26
32,12,4,16,\N,0.0,13,165.154,3
33,4,4,4,1,10.0,41,207.668,1
33,9,2,6,2,8.0,16,207.168,1
33,8,6,2,3,6.0,66,207.947,1
33,12,4,12,4,5.0,54,207.411,1
33,15,7,7,5,4.0,18,206.564,1
33,20,5,9,6,3.0,21,206.322,1
33,13,6,5,7,2.0,55,209.456,1
33,17,9,13,8,1.0,30,205.798,1
33,2,2,16,9,0.0,67,206.727,1
33,7,5,10,10,0.0,49,207.246,1
33,3,3,15,11,0.0,66,206.545,1
33,1,1,1,12,0.0,65,206.470,1
33,22,11,17,13,0.0,66,203.869,11
33,18,11,18,14,0.0,66,203.178,11
33,6,3,14,15,0.0,32,204.404,11
33,21,10,20,\N,0.0,20,201.365,6
33,5,1,3,\N,0.0,12,207.257,5
33,16,10,19,\N,0.0,6,202.327,27
33,10,7,8,\N,0.0,4,204.685,28
33,14,9,11,\N,0.0,\N,\N,4
34,1,1,1,1,10.0,13,203.722,1
34,13,6,3,2,8.0,36,203.161,1
34,8,6,2,3,6.0,14,203.389,1
34,4,4,4,4,5.0,56,203.018,1
34,2,2,9,5,4.0,56,203.357,1
34,9,2,11,6,3.0,56,202.610,1
34,10,7,12,7,2.0,56,202.876,1
34,12,4,10,8,1.0,56,202.313,1
34,20,5,6,9,0.0,55,201.863,1
34,14,9,15,10,0.0,27,200.746,1
34,22,11,13,11,0.0,56,200.558,1
34,6,3,17,12,0.0,54,200.202,1
34,7,5,8,13,0.0,36,201.366,1
34,17,9,16,14,0.0,10,200.896,1
34,3,3,14,15,0.0,38,201.793,11
34,18,11,18,16,0.0,54,200.705,11
34,21,10,20,17,0.0,54,199.483,11
34,5,1,5,\N,0.0,32,201.677,9
34,16,10,19,\N,0.0,13,196.860,5
34,15,7,7,\N,0.0,2,122.945,4
35,13,6,1,1,10.0,36,210.377,1
35,4,4,6,2,8.0,39,208.980,1
35,8,6,3,3,6.0,59,209.296,1
35,20,5,7,4,5.0,25,209.022,1
35,1,1,4,5,4.0,31,209.177,1
35,10,7,10,6,3.0,32,209.465,1
35,5,1,5,7,2.0,36,209.042,1
35,15,7,2,8,1.0,40,209.155,1
35,17,9,12,9,0.0,40,206.741,1
35,2,2,8,10,0.0,41,207.796,11
35,9,2,13,11,0.0,61,208.570,11
35,3,3,18,12,0.0,35,207.014,11
35,18,11,17,13,0.0,59,207.498,11
35,7,5,9,14,0.0,57,206.967,11
35,22,11,15,15,0.0,35,205.696,11
35,16,10,20,16,0.0,60,204.721,12
35,6,3,16,17,0.0,50,204.473,12
35,21,10,19,18,0.0,36,206.249,12
35,12,4,11,\N,0.0,\N,\N,3
35,14,9,14,\N,0.0,\N,\N,4
36,8,6,1,1,10.0,41,223.978,1
36,4,1,2,2,8.0,20,221.178,1
36,1,1,4,3,6.0,20,221.083,1
36,2,2,3,4,5.0,37,220.137,1
36,21,4,6,5,4.0,18,219.707,1
36,13,6,22,6,3.0,28,219.323,1
36,3,3,12,7,2.0,40,220.140,11
36,23,7,9,8,1.0,42,217.444,11
36,15,7,8,9,0.0,45,216.857,11
36,5,4,13,10,0.0,44,217.951,11
36,22,11,16,11,0.0,17,216.699,11
36,11,8,10,12,0.0,20,215.746,11
36,17,9,7,13,0.0,21,218.178,11
36,24,5,19,14,0.0,44,216.247,11
36,18,11,14,15,0.0,42,215.991,11
36,19,8,11,16,0.0,41,215.742,12
36,16,12,20,17,0.0,40,215.260,12
36,25,3,15,\N,0.0,24,216.196,4
36,14,9,18,\N,0.0,44,217.668,4
36,9,2,5,\N,0.0,19,220.341,6
36,26,5,17,\N,0.0,22,214.616,29
36,27,12,21,\N,0.0,9,210.022,3
37,4,1,2,1,10.0,42,206.014,1
37,1,1,4,2,8.0,22,206.355,1
37,8,6,3,3,6.0,40,205.237,1
37,2,2,5,4,5.0,55,204.838,1
37,13,6,1,5,4.0,42,205.298,1
37,21,4,12,6,3.0,44,203.872,1
37,15,7,8,7,2.0,40,203.587,1
37,5,4,11,8,1.0,41,204.015,1
37,25,3,19,9,0.0,19,203.903,1
37,17,9,10,10,0.0,55,202.504,1
37,22,11,22,11,0.0,32,202.451,11
37,18,11,15,12,0.0,54,202.262,11
37,11,8,14,13,0.0,37,202.595,11
37,26,5,17,14,0.0,54,201.364,11
37,23,7,9,15,0.0,52,201.070,11
37,19,8,18,16,0.0,32,200.417,11
37,24,5,16,17,0.0,21,202.695,11
37,9,2,7,18,0.0,53,201.820,11
37,3,3,6,\N,0.0,18,204.237,9
37,14,9,13,\N,0.0,28,203.416,23
37,27,12,20,\N,0.0,5,196.608,5
37,16,12,21,\N,0.0,\N,\N,4
38,13,6,1,1,10.0,42,207.120,1
38,1,1,2,2,8.0,18,206.674,1
38,8,6,3,3,6.0,39,206.483,1
38,2,2,5,4,5.0,38,206.236,1
38,4,1,4,5,4.0,46,206.346,1
38,9,2,6,6,3.0,46,205.477,1
38,15,7,9,7,2.0,40,204.756,1
38,21,4,7,8,1.0,51,204.655,1
38,5,4,12,9,0.0,27,204.065,1
38,3,3,10,10,0.0,51,203.893,1
38,25,3,11,11,0.0,27,202.966,11
38,23,7,14,12,0.0,37,203.278,11
38,22,11,15,13,0.0,50,203.284,11
38,27,12,22,14,0.0,40,200.477,12
38,16,12,20,15,0.0,45,201.330,14
38,19,8,13,16,0.0,27,202.715,5
38,17,9,8,\N,0.0,37,203.575,6
38,14,9,21,\N,0.0,34,204.260,30
38,11,8,17,\N,0.0,23,202.193,5
38,24,5,18,\N,0.0,23,203.537,9
38,18,11,16,\N,0.0,\N,\N,4
38,26,5,19,\N,0.0,\N,\N,4
39,13,6,1,1,10.0,14,202.685,1
39,1,1,4,2,8.0,20,202.205,1
39,4,1,2,3,6.0,17,201.986,1
39,9,2,5,4,5.0,20,201.590,1
39,14,9,9,5,4.0,18,200.636,1
39,3,3,11,6,3.0,60,200.231,1
39,5,4,8,7,2.0,32,201.952,1
39,11,8,13,8,1.0,23,199.239,11
39,21,4,10,9,0.0,57,200.550,11
39,22,11,12,10,0.0,16,198.820,11
39,19,8,15,11,0.0,59,198.811,11
39,18,11,14,12,0.0,64,199.059,11
39,16,12,20,13,0.0,57,196.710,12
39,27,12,21,14,0.0,61,196.551,12
39,2,2,7,\N,0.0,22,200.735,6
39,23,7,17,\N,0.0,37,199.492,22
39,24,5,16,\N,0.0,18,196.673,31
39,26,5,22,\N,0.0,6,194.322,27
39,8,6,3,\N,0.0,7,200.754,22
39,15,7,6,\N,0.0,6,194.647,32
39,17,9,19,\N,0.0,4,194.131,9
39,25,3,18,\N,0.0,\N,\N,4
40,4,1,1,1,10.0,44,159.715,1
40,1,1,2,2,8.0,28,159.528,1
40,13,6,3,3,6.0,47,157.830,1
40,21,4,4,4,5.0,54,157.683,11
40,9,2,8,5,4.0,39,158.198,11
40,2,2,7,6,3.0,30,156.072,11
40,25,3,11,7,2.0,40,156.852,11
40,8,6,16,8,1.0,62,156.987,11
40,26,5,18,9,0.0,73,156.426,11
40,22,11,9,10,0.0,69,155.993,11
40,18,11,10,11,0.0,40,156.558,11
40,3,3,5,12,0.0,70,156.174,11
40,5,4,15,13,0.0,72,155.953,5
40,14,9,13,14,0.0,75,156.591,12
40,15,7,14,15,0.0,53,155.158,12
40,23,7,20,16,0.0,47,155.688,12
40,11,8,21,17,0.0,74,155.785,12
40,19,8,17,18,0.0,63,155.704,12
40,27,12,22,19,0.0,70,154.770,30
40,16,12,19,\N,0.0,34,154.792,3
40,17,9,6,\N,0.0,17,152.206,6
40,24,5,12,\N,0.0,\N,\N,3
41,1,1,1,1,10.0,37,205.239,1
41,2,2,3,2,8.0,19,204.699,1
41,25,3,19,3,6.0,67,201.413,1
41,5,4,22,4,5.0,67,200.331,1
41,8,6,4,5,4.0,21,204.259,1
41,11,8,11,6,3.0,47,201.186,1
41,4,1,2,7,2.0,46,205.580,1
41,23,7,18,8,1.0,38,201.509,1
41,17,9,6,9,0.0,47,202.267,1
41,3,3,7,10,0.0,42,203.478,1
41,19,8,17,11,0.0,36,199.284,1
41,22,11,13,12,0.0,62,199.885,1
41,15,7,10,\N,0.0,12,198.497,3
41,24,5,12,\N,0.0,9,197.790,3
41,27,12,21,\N,0.0,21,198.092,33
41,14,9,14,\N,0.0,19,198.776,6
41,9,2,8,\N,0.0,19,202.499,3
41,16,12,20,\N,0.0,20,197.598,3
41,26,5,16,\N,0.0,6,196.019,3
41,18,11,15,\N,0.0,\N,\N,6
41,13,6,5,\N,0.0,22,204.291,2
41,21,4,9,\N,0.0,22,202.808,2
42,1,1,1,1,10.0,20,206.101,1
42,4,1,2,2,8.0,21,206.003,1
42,13,6,3,3,6.0,50,205.658,1
42,8,6,4,4,5.0,49,206.397,1
42,5,4,6,5,4.0,67,203.940,1
42,15,7,8,6,3.0,30,203.891,1
42,17,9,9,7,2.0,57,203.924,1
42,20,2,7,8,1.0,53,204.316,1
42,21,4,10,9,0.0,67,203.910,11
42,25,3,17,10,0.0,41,202.604,11
42,19,8,16,11,0.0,55,203.753,11
42,18,11,13,12,0.0,42,202.015,11
42,26,5,20,13,0.0,66,200.969,12
42,16,12,21,14,0.0,49,201.597,12
42,27,12,22,15,0.0,65,198.824,13
42,3,3,14,16,0.0,34,203.753,5
42,24,5,19,17,0.0,64,200.079,34
42,2,2,5,\N,0.0,20,205.562,7
42,11,8,18,\N,0.0,8,196.807,20
42,14,9,11,\N,0.0,\N,\N,4
42,22,11,15,\N,0.0,\N,\N,4
42,23,7,12,\N,0.0,\N,\N,4
43,8,6,3,1,10.0,20,208.374,1
43,13,6,1,2,8.0,42,208.670,1
43,1,1,2,3,6.0,39,207.340,1
43,9,2,4,4,5.0,44,205.819,1
43,2,2,7,5,4.0,70,206.563,1
43,21,4,5,6,3.0,70,207.027,1
43,4,1,10,7,2.0,36,207.590,1
43,18,11,12,8,1.0,70,206.846,1
43,3,3,9,9,0.0,69,206.199,1
43,23,7,11,10,0.0,68,206.319,11
43,22,11,13,11,0.0,68,205.641,11
43,17,9,14,12,0.0,69,205.563,11
43,14,9,16,13,0.0,68,205.038,11
43,25,3,18,14,0.0,69,205.587,11
43,5,4,6,15,0.0,69,205.678,11
43,11,8,22,16,0.0,39,204.118,12
43,16,12,21,17,0.0,27,203.347,12
43,26,5,15,\N,0.0,51,203.757,6
43,27,12,20,\N,0.0,27,201.122,35
43,19,8,19,\N,0.0,\N,\N,4
43,15,7,8,\N,0.0,\N,\N,4
43,24,5,17,\N,0.0,\N,\N,4
44,8,6,2,1,10.0,17,229.514,1
44,4,1,3,2,8.0,35,228.159,1
44,1,1,1,3,6.0,11,226.600,1
44,9,2,5,4,5.0,14,225.413,1
44,13,6,4,5,4.0,17,228.890,1
44,2,2,9,6,3.0,17,225.727,1
44,5,4,7,7,2.0,11,224.193,11
44,21,4,8,8,1.0,13,225.328,11
44,22,11,14,9,0.0,28,221.948,11
44,18,11,18,10,0.0,29,221.433,11
44,14,9,12,11,0.0,40,222.666,11
44,3,3,17,12,0.0,49,223.262,11
44,25,3,13,13,0.0,57,223.810,11
44,11,8,21,14,0.0,42,221.879,12
44,27,12,22,15,0.0,56,219.310,12
44,24,5,16,16,0.0,46,221.308,6
44,15,7,10,\N,0.0,17,221.097,31
44,19,8,19,\N,0.0,26,219.951,26
44,26,5,15,\N,0.0,19,221.462,3
44,23,7,6,\N,0.0,12,224.307,36
44,16,12,20,\N,0.0,16,217.698,5
44,17,9,11,\N,0.0,6,220.941,9
45,4,1,2,1,10.0,35,198.783,1
45,13,6,3,2,8.0,34,199.592,1
45,17,9,6,3,6.0,29,196.220,1
45,25,3,12,4,5.0,33,196.665,1
45,14,9,20,5,4.0,48,196.496,1
45,2,2,4,6,3.0,49,196.417,1
45,9,2,5,7,2.0,49,196.216,1
45,5,4,7,8,1.0,48,195.900,11
45,1,1,10,9,0.0,29,198.421,11
45,21,4,13,10,0.0,48,195.302,11
45,22,11,14,11,0.0,37,193.792,11
45,19,8,15,12,0.0,46,194.504,11
45,15,7,8,13,0.0,29,196.122,11
45,8,6,1,\N,0.0,32,197.359,9
45,11,8,16,\N,0.0,18,190.273,31
45,23,7,9,\N,0.0,18,192.658,4
45,28,12,22,\N,0.0,13,180.309,9
45,18,11,17,\N,0.0,2,132.338,20
45,16,12,21,\N,0.0,2,127.112,20
45,3,3,11,\N,0.0,2,108.410,20
45,26,5,18,\N,0.0,2,101.884,20
45,24,5,19,\N,0.0,2,91.610,20
46,1,1,1,1,10.0,13,196.724,1
46,8,6,3,2,8.0,70,197.029,1
46,2,2,2,3,6.0,16,195.721,1
46,4,1,6,4,5.0,49,196.349,1
46,9,2,7,5,4.0,40,196.117,1
46,23,7,5,6,3.0,69,194.804,1
46,3,3,4,7,2.0,68,195.502,1
46,5,4,11,8,1.0,69,194.867,1
46,17,9,9,9,0.0,63,194.915,1
46,15,7,8,10,0.0,48,194.104,11
46,14,9,10,11,0.0,67,193.390,11
46,21,4,13,12,0.0,66,193.054,11
46,13,6,14,13,0.0,37,194.756,11
46,25,3,12,14,0.0,49,194.078,11
46,11,8,19,15,0.0,66,194.759,11
46,20,5,20,16,0.0,65,192.536,11
46,16,12,21,17,0.0,67,191.721,12
46,22,11,18,18,0.0,34,192.327,12
46,24,5,16,\N,0.0,35,191.379,10
46,19,8,15,\N,0.0,39,191.948,3
46,18,11,17,\N,0.0,25,190.234,37
46,29,12,22,\N,0.0,4,181.824,3
47,13,6,1,1,10.0,18,218.566,1
47,8,6,3,2,8.0,57,220.136,1
47,4,1,4,3,6.0,39,218.199,1
47,2,2,6,4,5.0,39,217.583,1
47,1,1,2,5,4.0,17,218.464,1
47,5,4,7,6,3.0,20,216.886,1
47,3,3,8,7,2.0,37,217.050,1
47,9,2,5,8,1.0,11,216.118,1
47,21,4,10,9,0.0,56,216.422,1
47,14,9,13,10,0.0,54,215.754,1
47,25,3,14,11,0.0,55,216.559,1
47,23,7,16,12,0.0,55,216.103,11
47,18,11,21,13,0.0,34,216.227,11
47,19,8,11,14,0.0,38,214.334,11
47,24,5,15,15,0.0,56,214.561,11
47,15,7,9,16,0.0,39,214.811,11
47,22,11,22,17,0.0,35,214.681,11
