resultId,number,positionText,positionOrder,laps,time,milliseconds,rank,fastestLapTime
1,22,1,1,58,1:34:50.616,5690616,2,1:27.452
2,3,2,2,58,+5.478,5696094,3,1:27.739
3,7,3,3,58,+8.163,5698779,5,1:28.090
4,5,4,4,58,+17.181,5707797,7,1:28.603
5,23,5,5,58,+18.014,5708630,1,1:27.418
6,8,6,6,57,\N,\N,14,1:29.639
7,14,7,7,55,\N,\N,8,1:29.534
8,1,8,8,53,\N,\N,4,1:27.903
9,4,R,9,47,\N,\N,9,1:28.753
10,12,R,10,43,\N,\N,13,1:29.558
11,18,R,11,32,\N,\N,15,1:30.892
12,6,R,12,30,\N,\N,16,1:31.384
13,2,R,13,29,\N,\N,6,1:28.175
14,9,R,14,25,\N,\N,11,1:29.502
15,11,R,15,19,\N,\N,10,1:29.310
16,20,R,16,8,\N,\N,17,1:32.021
17,10,R,17,0,\N,\N,\N,\N
18,16,R,18,0,\N,\N,\N,\N
19,19,R,19,0,\N,\N,\N,\N
20,15,R,20,0,\N,\N,\N,\N
21,21,R,21,0,\N,\N,\N,\N
22,17,D,22,58,\N,\N,8,1:28.736
23,1,1,1,56,1:31:18.555,5478555,2,1:35.405
24,4,2,2,56,+19.570,5498125,6,1:35.921
25,23,3,3,56,+38.450,5517005,7,1:35.922
26,11,4,4,56,+45.832,5524387,8,1:36.068
27,22,5,5,56,+46.548,5525103,3,1:35.462
28,3,6,6,56,+49.833,5528388,1,1:35.366
29,10,7,7,56,+1:08.130,5546685,12,1:36.696
30,5,8,8,56,+1:10.041,5548596,10,1:36.288
31,9,9,9,56,+1:16.220,5554775,9,1:36.206
32,16,10,10,56,+1:26.214,5564769,4,1:35.715
33,6,11,11,56,+1:32.202,5570757,15,1:36.956
34,21,12,12,55,\N,\N,16,1:36.962
35,17,13,13,55,\N,\N,11,1:36.693
36,7,14,14,55,\N,\N,13,1:36.782
37,19,15,15,55,\N,\N,18,1:38.171
38,18,16,16,54,\N,\N,19,1:38.504
39,8,17,17,54,\N,\N,17,1:37.711
40,15,R,18,39,\N,\N,14,1:36.870
41,2,R,19,30,\N,\N,5,1:35.914
42,20,R,20,5,\N,\N,20,1:40.330
43,12,R,21,1,\N,\N,\N,\N
44,14,R,22,0,\N,\N,\N,\N
45,2,1,1,57,1:31:06.970,5466970,3,1:33.600
46,1,2,2,57,+3.339,5470309,4,1:33.709
47,4,3,3,57,+4.998,5471968,5,1:33.775
48,3,4,4,57,+8.409,5475379,2,1:33.565
49,23,5,5,57,+26.789,5493759,1,1:33.193
50,11,6,6,57,+41.314,5508284,7,1:34.204
51,10,7,7,57,+45.473,5512443,8,1:34.305
52,7,8,8,57,+55.889,5522859,6,1:34.072
53,12,9,9,57,+1:09.500,5536470,9,1:34.807
54,5,10,10,57,+1:17.181,5544151,13,1:35.194
55,17,11,11,57,+1:17.862,5544832,10,1:34.855
56,21,12,12,56,\N,\N,11,1:35.057
57,22,13,13,56,\N,\N,19,1:35.520
58,8,14,14,56,\N,\N,17,1:35.433
59,14,15,15,56,\N,\N,15,1:35.333
60,19,16,16,56,\N,\N,14,1:35.324
61,18,17,17,56,\N,\N,20,1:35.891
62,9,18,18,56,\N,\N,16,1:35.351
63,20,19,19,56,\N,\N,18,1:35.442
64,6,R,20,40,\N,\N,12,1:35.129
65,16,R,21,19,\N,\N,21,1:36.125
66,15,R,22,0,\N,\N,\N,\N
67,1,1,1,66,1:38:19.051,5899051,1,1:21.670
68,2,2,2,66,+3.228,5902279,2,1:21.801
69,22,3,3,66,+4.187,5903238,3,1:22.017
70,4,4,4,66,+5.694,5904745,4,1:22.106
71,10,5,5,66,+35.938,5934989,8,1:22.564
72,16,6,6,66,+53.010,5952061,5,1:22.353
73,8,7,7,66,+58.244,5957295,15,1:23.549
74,11,8,8,66,+59.435,5958486,10,1:22.758
75,3,9,9,66,+1:03.073,5962124,7,1:22.519
76,21,10,10,65,\N,\N,14,1:23.439
77,12,11,11,65,\N,\N,12,1:23.007
78,9,12,12,65,\N,\N,11,1:22.842
79,18,13,13,65,\N,\N,17,1:24.617
80,7,R,14,41,\N,\N,13,1:23.319
81,5,R,15,34,\N,\N,9,1:22.683
82,17,R,16,34,\N,\N,16,1:23.858
83,23,R,17,21,\N,\N,6,1:22.453
84,19,R,18,8,\N,\N,20,1:26.864
85,14,R,19,7,\N,\N,19,1:25.999
86,6,R,20,6,\N,\N,18,1:25.444
87,20,R,21,0,\N,\N,\N,\N
88,15,R,22,0,\N,\N,\N,\N
89,2,1,1,58,1:26:49.451,5209451,3,1:26.666
90,22,2,2,58,+3.779,5213230,2,1:26.529
91,1,3,3,58,+4.271,5213722,1,1:26.506
92,4,4,4,58,+21.945,5231396,4,1:26.780
93,3,5,5,58,+38.741,5248192,5,1:27.219
94,5,6,6,58,+53.724,5263175,6,1:27.280
95,10,7,7,58,+1:04.229,5273680,7,1:27.630
96,7,8,8,58,+1:11.406,5280857,9,1:27.795
97,9,9,9,58,+1:15.270,5284721,12,1:27.966
98,11,10,10,58,+1:16.344,5285795,11,1:27.926
99,16,11,11,57,\N,\N,13,1:27.998
100,23,12,12,57,\N,\N,8,1:27.640
101,12,13,13,57,\N,\N,16,1:28.303
102,17,14,14,57,\N,\N,14,1:28.017
103,6,15,15,57,\N,\N,10,1:27.867
104,20,16,16,57,\N,\N,18,1:28.780
105,15,17,17,57,\N,\N,15,1:28.180
106,14,R,18,24,\N,\N,17,1:28.745
107,8,R,19,1,\N,\N,\N,\N
108,21,R,20,0,\N,\N,\N,\N
109,22,1,1,76,2:00:42.742,7242742,6,1:18.510
110,4,2,2,76,+3.064,7245806,5,1:17.933
111,2,3,3,76,+4.811,7247553,4,1:17.886
112,10,4,4,76,+19.295,7262037,8,1:19.036
113,15,5,5,76,+24.657,7267399,7,1:18.787
114,17,6,6,76,+28.408,7271150,9,1:19.574
115,8,7,7,76,+30.180,7272922,13,1:19.910
116,23,8,8,76,+33.191,7275933,2,1:17.282
117,1,9,9,76,+33.792,7276534,1,1:16.689
118,5,10,10,75,\N,\N,3,1:17.869
119,16,11,11,75,\N,\N,10,1:19.582
120,12,12,12,75,\N,\N,11,1:19.618
121,11,13,13,75,\N,\N,12,1:19.830
122,3,14,14,72,\N,\N,14,1:20.251
123,20,R,15,67,\N,\N,16,1:22.039
124,7,R,16,59,\N,\N,15,1:21.270
125,6,R,17,47,\N,\N,17,1:31.187
126,21,R,18,36,\N,\N,18,1:32.849
127,9,R,19,7,\N,\N,20,1:42.112
128,14,R,20,7,\N,\N,19,1:41.150
129,4,1,1,70,1:36:24.227,5784227,4,1:17.539
130,3,2,2,70,+16.495,5800722,2,1:17.430
131,9,3,3,70,+23.352,5807579,7,1:18.085
132,12,4,4,70,+42.627,5826854,17,1:19.087
133,2,5,5,70,+43.934,5828161,6,1:18.006
134,11,6,6,70,+47.775,5832002,15,1:18.870
135,17,7,7,70,+53.597,5837824,10,1:18.301
136,15,8,8,70,+54.120,5838347,12,1:18.532
137,23,9,9,70,+54.433,5838660,11,1:18.462
138,7,10,10,70,+54.749,5838976,5,1:17.977
139,16,11,11,70,+1:07.540,5851767,19,1:19.352
140,10,12,12,70,+1:11.299,5855526,8,1:18.201
141,14,13,13,69,\N,\N,13,1:18.620
142,21,R,14,51,\N,\N,16,1:19.066
143,8,R,15,46,\N,\N,14,1:18.784
144,5,R,16,44,\N,\N,9,1:18.225
145,6,R,17,43,\N,\N,18,1:19.239
146,1,R,18,19,\N,\N,1,1:17.387
147,22,R,19,19,\N,\N,3,1:17.506
148,20,R,20,13,\N,\N,20,1:20.666
149,2,1,1,70,1:31:50.245,5510245,2,1:16.729
150,1,2,2,70,+17.984,5528229,1,1:16.630
151,11,3,3,70,+28.250,5538495,7,1:17.567
152,23,4,4,70,+28.929,5539174,3,1:17.134
153,4,5,5,70,+30.512,5540757,4,1:17.172
154,10,6,6,70,+40.304,5550549,6,1:17.507
155,6,7,7,70,+41.033,5551278,10,1:17.758
156,5,8,8,70,+43.372,5553617,8,1:17.641
157,9,9,9,70,+51.021,5561266,12,1:17.818
158,22,10,10,70,+54.538,5564783,5,1:17.453
159,12,11,11,70,+57.700,5567945,13,1:17.836
160,15,12,12,70,+58.065,5568310,11,1:17.760
161,3,13,13,70,+1:02.079,5572324,9,1:17.716
162,17,14,14,69,\N,\N,14,1:17.969
163,8,15,15,69,\N,\N,15,1:18.054
164,7,16,16,69,\N,\N,17,1:18.311
165,14,17,17,69,\N,\N,16,1:18.216
166,21,18,18,69,\N,\N,19,1:18.557
167,20,19,19,69,\N,\N,18,1:18.462
168,16,R,20,16,\N,\N,20,1:20.876
169,22,1,1,60,1:39:09.440,5949440,3,1:32.817
170,3,2,2,60,+1:08.577,6018017,2,1:32.719
171,17,3,3,60,+1:22.273,6031713,11,1:33.386
172,1,4,4,59,\N,\N,1,1:32.150
173,23,5,5,59,\N,\N,5,1:33.130
174,5,6,6,59,\N,\N,6,1:33.133
175,11,7,7,59,\N,\N,13,1:33.808
176,8,8,8,59,\N,\N,14,1:34.277
177,7,9,9,59,\N,\N,16,1:34.797
178,10,10,10,59,\N,\N,4,1:32.952
179,14,11,11,59,\N,\N,9,1:33.367
180,12,12,12,59,\N,\N,15,1:34.610
181,2,13,13,58,\N,\N,8,1:33.257
182,4,R,14,39,\N,\N,12,1:33.539
183,16,R,15,38,\N,\N,10,1:33.376
184,6,R,16,35,\N,\N,7,1:33.203
185,21,R,17,16,\N,\N,17,1:34.930
186,20,R,18,10,\N,\N,18,1:38.160
187,15,R,19,0,\N,\N,\N,\N
188,9,R,20,0,\N,\N,\N,\N
189,22,1,1,67,1:31:20.874,5480874,2,1:16.039
190,6,2,2,67,+5.586,5486460,9,1:16.910
191,2,3,3,67,+9.339,5490213,5,1:16.502
192,3,4,4,67,+9.825,5490699,1,1:15.987
193,23,5,5,67,+12.411,5493285,4,1:16.495
194,1,6,6,67,+14.403,5495277,3,1:16.342
195,4,7,7,67,+22.682,5503556,6,1:16.610
196,15,8,8,67,+33.299,5514173,8,1:16.772
197,11,9,9,67,+37.158,5518032,12,1:17.023
198,7,10,10,67,+37.625,5518499,15,1:17.380
199,5,11,11,67,+38.600,5519474,13,1:17.115
200,14,12,12,67,+39.111,5519985,10,1:16.969
201,9,13,13,67,+54.971,5535845,11,1:16.994
202,8,14,14,67,+1:00.003,5540877,17,1:17.691
203,20,15,15,67,+1:09.488,5550362,18,1:17.889
204,21,16,16,67,+1:24.093,5564967,20,1:18.208
205,16,17,17,66,\N,\N,16,1:17.636
206,17,R,18,50,\N,\N,19,1:17.986
207,10,R,19,40,\N,\N,14,1:17.206
208,12,R,20,35,\N,\N,7,1:16.712
209,23,1,1,70,1:37:27.067,5847067,7,1:21.753
210,12,2,2,70,+11.061,5858128,6,1:21.671
211,1,3,3,70,+16.856,5863923,1,1:21.195
212,5,4,4,70,+21.614,5868681,8,1:21.793
213,22,5,5,70,+23.048,5870115,3,1:21.493
214,6,6,6,70,+32.298,5879365,4,1:21.537
215,11,7,7,70,+36.449,5883516,5,1:21.638
216,4,8,8,70,+48.321,5895388,9,1:21.941
217,10,9,9,70,+58.834,5905901,10,1:22.125
218,3,10,10,70,+1:07.709,5914776,11,1:22.183
219,9,11,11,70,+1:10.407,5917474,16,1:22.732
220,16,12,12,69,\N,\N,13,1:22.397
221,8,13,13,69,\N,\N,18,1:23.307
222,7,14,14,69,\N,\N,12,1:22.397
223,21,15,15,69,\N,\N,15,1:22.641
224,17,16,16,68,\N,\N,14,1:22.436
225,2,17,17,67,\N,\N,2,1:21.355
226,14,18,18,67,\N,\N,17,1:23.220
227,20,R,19,62,\N,\N,19,1:23.650
228,15,R,20,22,\N,\N,20,1:24.222
229,2,1,1,57,1:35:32.339,5732339,1,1:38.708
230,22,2,2,57,+5.611,5737950,2,1:38.884
231,4,3,3,57,+37.353,5769692,4,1:39.330
232,23,4,4,57,+39.703,5772042,3,1:39.112
233,11,5,5,57,+50.684,5783023,12,1:39.657
234,15,6,6,57,+52.625,5784964,6,1:39.485
235,12,7,7,57,+1:07.990,5800329,8,1:39.535
236,7,8,8,57,+1:11.457,5803796,10,1:39.577
237,3,9,9,57,+1:22.177,5814516,7,1:39.526
238,14,10,10,57,+1:29.794,5822133,11,1:39.639
239,6,11,11,57,+1:32.717,5825056,9,1:39.544
240,10,12,12,56,\N,\N,14,1:40.264
241,16,13,13,56,\N,\N,18,1:40.763
242,21,14,14,56,\N,\N,15,1:40.353
243,8,15,15,56,\N,\N,13,1:39.803
244,17,16,16,56,\N,\N,16,1:40.593
245,9,17,17,56,\N,\N,19,1:40.978
246,1,R,18,45,\N,\N,5,1:39.424
247,20,R,19,41,\N,\N,17,1:40.661
248,5,R,20,0,\N,\N,\N,\N
249,2,1,1,44,1:22:59.394,4979394,3,1:48.222
250,3,2,2,44,+9.383,4988777,7,1:49.067
251,22,3,3,44,+10.539,4989933,2,1:48.135
252,5,4,4,44,+14.478,4993872,9,1:49.238
253,15,5,5,44,+14.576,4993970,8,1:49.086
254,4,6,6,44,+15.037,4994431,5,1:48.965
255,14,7,7,44,+16.735,4996129,6,1:49.002
256,10,8,8,44,+42.776,5022170,10,1:49.515
257,12,9,9,44,+1:07.045,5046439,12,1:50.255
258,23,10,10,43,\N,\N,4,1:48.223
259,9,11,11,43,\N,\N,11,1:50.177
260,7,12,12,43,\N,\N,15,1:50.656
261,20,13,13,43,\N,\N,13,1:50.487
262,8,14,14,43,\N,\N,17,1:50.970
263,16,15,15,43,\N,\N,16,1:50.671
264,11,16,16,43,\N,\N,14,1:50.543
265,21,17,17,43,\N,\N,19,1:51.701
266,1,18,18,42,\N,\N,1,1:47.930
267,17,R,19,19,\N,\N,20,1:52.072
268,6,R,20,13,\N,\N,18,1:51.118
269,15,1,1,53,1:26:47.494,5207494,14,1:30.510
270,23,2,2,53,+12.512,5220006,13,1:30.300
271,4,3,3,53,+20.471,5227965,12,1:30.298
272,5,4,4,53,+23.903,5231397,9,1:29.961
273,3,5,5,53,+27.748,5235242,6,1:29.807
274,2,6,6,53,+28.816,5236310,4,1:29.696
275,22,7,7,53,+29.912,5237406,5,1:29.721
276,10,8,8,53,+32.048,5239542,3,1:29.681
277,1,9,9,53,+39.468,5246962,1,1:28.047
278,6,10,10,53,+54.445,5261939,16,1:30.918
279,12,11,11,53,+58.888,5266382,8,1:29.948
280,8,12,12,53,+1:02.015,5269509,11,1:30.215
281,11,13,13,53,+1:05.954,5273448,15,1:30.853
282,7,14,14,53,+1:08.635,5276129,10,1:30.019
283,16,15,15,53,+1:13.370,5280864,7,1:29.827
284,9,16,16,52,\N,\N,17,1:32.459
285,17,17,17,52,\N,\N,19,1:33.918
286,14,18,18,52,\N,\N,2,1:29.258
287,20,19,19,51,\N,\N,18,1:33.458
288,21,R,20,11,\N,\N,20,1:37.304
289,5,1,1,61,1:57:16.304,7036304,3,1:45.768
290,7,2,2,61,+2.957,7039261,5,1:46.454
291,22,3,3,61,+5.917,7042221,4,1:46.072
292,12,4,4,61,+8.155,7044459,8,1:47.044
293,15,5,5,61,+10.268,7046572,9,1:47.271
294,3,6,6,61,+11.101,7047405,11,1:47.306
295,9,7,7,61,+16.387,7052691,13,1:47.562
296,8,8,8,61,+18.489,7054793,10,1:47.287
297,16,9,9,61,+19.885,7056189,15,1:48.128
298,23,10,10,61,+26.902,7063206,12,1:47.337
299,4,11,11,61,+27.975,7064279,6,1:46.899
300,14,12,12,61,+29.432,7065736,14,1:47.820
301,2,13,13,61,+35.170,7071474,2,1:45.757
302,21,14,14,61,+43.571,7079875,16,1:49.101
303,1,15,15,57,\N,\N,1,1:45.599
304,11,R,16,50,\N,\N,7,1:46.972
305,20,R,17,49,\N,\N,18,1:49.270
306,10,R,18,29,\N,\N,17,1:49.183
307,17,R,19,14,\N,\N,19,1:50.320
308,6,R,20,13,\N,\N,20,1:50.449
309,5,1,1,67,1:30:21.892,5421892,3,1:19.101
310,4,2,2,67,+5.283,5427175,7,1:19.292
311,1,3,3,67,+6.400,5428292,2,1:18.995
312,6,4,4,67,+20.570,5442462,4,1:19.199
313,11,5,5,67,+23.767,5445659,9,1:19.524
314,15,6,6,67,+39.207,5461099,12,1:19.617
315,2,7,7,67,+46.158,5468050,1,1:18.426
316,10,8,8,67,+50.811,5472703,13,1:19.820
317,3,9,9,67,+54.120,5476012,8,1:19.461
318,14,10,10,67,+59.085,5480977,6,1:19.262
319,7,11,11,67,+1:02.096,5483988,10,1:19.531
320,22,12,12,67,+1:18.900,5500792,11,1:19.560
321,17,13,13,66,\N,\N,16,1:20.575
322,16,14,14,66,\N,\N,17,1:20.849
323,8,15,15,66,\N,\N,15,1:20.364
324,21,R,16,21,\N,\N,19,1:21.577
325,23,R,17,16,\N,\N,5,1:19.258
326,20,R,18,8,\N,\N,18,1:21.189
327,12,R,19,6,\N,\N,14,1:20.254
328,9,R,20,0,\N,\N,\N,\N
329,22,1,1,56,1:31:57.403,5517403,1,1:36.325
330,2,2,2,56,+14.925,5532328,4,1:36.591
331,1,3,3,56,+16.445,5533848,2,1:36.483
332,5,4,4,56,+18.370,5535773,5,1:36.659
333,3,5,5,56,+28.923,5546326,3,1:36.498
334,4,6,6,56,+33.219,5550622,7,1:36.854
335,12,7,7,56,+41.722,5559125,6,1:36.727
336,6,8,8,56,+56.645,5574048,8,1:36.996
337,15,9,9,56,+1:04.339,5581742,9,1:37.212
338,9,10,10,56,+1:14.842,5592245,14,1:37.753
339,17,11,11,56,+1:25.061,5602464,16,1:37.845
340,8,12,12,56,+1:30.847,5608250,17,1:38.019
341,14,13,13,56,+1:31.457,5608860,12,1:37.452
342,10,14,14,56,+1:32.422,5609825,13,1:37.680
343,7,15,15,55,\N,\N,10,1:37.246
344,16,16,16,55,\N,\N,15,1:37.773
345,21,17,17,55,\N,\N,18,1:38.372
346,23,R,18,49,\N,\N,11,1:37.302
347,20,R,19,13,\N,\N,19,1:39.683
348,11,R,20,2,\N,\N,20,2:39.612
349,2,1,1,71,1:34:11.435,5651435,1,1:13.736
350,5,2,2,71,+13.298,5664733,8,1:14.229
351,1,3,3,71,+16.235,5667670,3,1:14.117
352,15,4,4,71,+38.011,5689446,7,1:14.214
353,22,5,5,71,+38.907,5690342,4,1:14.159
354,12,6,6,71,+44.368,5695803,2,1:14.057
355,23,7,7,71,+55.074,5706509,6,1:14.207
356,11,8,8,71,+1:08.433,5719868,5,1:14.167
357,10,9,9,71,+1:19.666,5731101,14,1:15.033
358,3,10,10,70,\N,\N,10,1:14.652
359,4,11,11,70,\N,\N,9,1:14.375
360,7,12,12,70,\N,\N,12,1:14.934
361,16,13,13,70,\N,\N,11,1:14.759
362,14,14,14,70,\N,\N,13,1:14.951
363,17,15,15,70,\N,\N,16,1:15.414
364,20,16,16,69,\N,\N,17,1:15.773
365,8,17,17,69,\N,\N,18,1:15.865
366,21,18,18,69,\N,\N,15,1:15.212
367,6,R,19,0,\N,\N,\N,\N
368,9,R,20,0,\N,\N,\N,\N
369,6,1,1,58,1:25:28.770,5128770,1,1:25.235
370,1,2,2,58,+7.242,5136012,2,1:26.314
371,2,3,3,58,+18.595,5147365,3,1:26.351
372,9,4,4,58,+38.763,5167533,6,1:26.722
373,3,5,5,58,+1:06.469,5195239,7,1:26.892
374,5,6,6,58,+1:06.805,5195575,8,1:27.044
375,16,7,7,57,\N,\N,5,1:26.721
376,11,8,8,57,\N,\N,12,1:27.796
377,12,9,9,57,\N,\N,13,1:28.034
378,4,10,10,57,\N,\N,10,1:27.592
379,8,11,11,57,\N,\N,14,1:28.098
380,22,12,12,57,\N,\N,18,1:28.487
381,15,13,13,57,\N,\N,9,1:27.501
382,18,14,14,57,\N,\N,15,1:28.282
383,7,15,15,57,\N,\N,17,1:28.387
384,23,16,16,56,\N,\N,19,1:28.489
385,20,17,17,56,\N,\N,20,1:28.687
386,17,R,18,48,\N,\N,16,1:28.303
387,14,R,19,48,\N,\N,11,1:27.706
388,10,R,20,36,\N,\N,4,1:26.642
389,19,R,21,28,\N,\N,21,1:28.953
390,21,R,22,10,\N,\N,22,1:30.899
391,1,1,1,56,1:32:14.930,5534930,2,1:36.861
392,2,2,2,56,+17.557,5552487,1,1:36.701
393,6,3,3,56,+18.339,5553269,4,1:37.228
394,9,4,4,56,+33.777,5568707,5,1:37.417
395,5,5,5,56,+36.705,5571635,3,1:37.199
396,3,6,6,56,+1:05.638,5600568,9,1:37.879
397,12,7,7,56,+1:10.132,5605062,10,1:38.016
398,4,8,8,56,+1:12.015,5606945,7,1:37.810
399,17,9,9,56,+1:29.924,5624854,8,1:37.864
400,15,10,10,56,+1:33.556,5628486,14,1:38.540
401,8,11,11,55,\N,\N,15,1:38.566
402,7,12,12,55,\N,\N,16,1:38.658
403,22,13,13,55,\N,\N,13,1:38.496
404,19,14,14,55,\N,\N,18,1:39.098
405,11,15,15,55,\N,\N,19,1:39.243
406,23,16,16,55,\N,\N,20,1:39.566
407,18,17,17,55,\N,\N,12,1:38.447
408,10,18,18,55,\N,\N,17,1:38.874
409,16,R,19,42,\N,\N,6,1:37.704
410,14,R,20,36,\N,\N,11,1:38.098
411,21,R,21,7,\N,\N,21,1:41.495
412,20,R,22,0,\N,\N,\N,\N
413,5,1,1,57,1:33:27.515,5607515,1,1:34.067
414,2,2,2,57,+2.360,5609875,2,1:34.270
415,6,3,3,57,+10.839,5618354,3,1:34.357
416,9,4,4,57,+13.831,5621346,5,1:34.470
417,1,5,5,57,+14.426,5621941,4,1:34.420
418,10,6,6,57,+45.529,5653044,6,1:34.819
419,12,7,7,57,+1:21.371,5688886,7,1:35.153
420,3,8,8,57,+1:21.701,5689216,8,1:35.200
421,4,9,9,57,+1:29.411,5696926,10,1:35.475
422,16,10,10,57,+1:29.916,5697431,11,1:35.556
423,17,11,11,56,\N,\N,16,1:35.992
424,11,12,12,56,\N,\N,15,1:35.845
425,8,13,13,56,\N,\N,14,1:35.842
426,21,14,14,55,\N,\N,20,1:37.184
427,20,15,15,53,\N,\N,19,1:36.772
428,23,16,16,51,\N,\N,17,1:36.111
429,15,R,17,41,\N,\N,12,1:35.705
430,14,R,18,36,\N,\N,9,1:35.384
431,22,R,19,34,\N,\N,18,1:36.359
432,18,R,20,26,\N,\N,13,1:35.723
433,7,R,21,0,\N,\N,\N,\N
434,19,R,22,0,\N,\N,\N,\N
435,5,1,1,65,1:31:36.230,5496230,1,1:22.680
436,2,2,2,65,+6.790,5503020,2,1:22.876
437,1,3,3,65,+17.456,5513686,3,1:22.966
438,10,4,4,65,+31.615,5527845,5,1:23.129
439,14,5,5,65,+58.331,5554561,8,1:23.524
440,16,6,6,65,+59.538,5555768,10,1:23.693
441,4,7,7,65,+1:02.128,5558358,4,1:22.980
442,22,8,8,64,\N,\N,12,1:24.110
443,3,9,9,64,\N,\N,9,1:23.560
444,8,10,10,64,\N,\N,14,1:24.287
445,23,11,11,64,\N,\N,15,1:24.291
446,7,12,12,64,\N,\N,13,1:24.186
447,20,13,13,63,\N,\N,16,1:25.191
448,21,14,14,63,\N,\N,18,1:25.260
449,9,R,15,46,\N,\N,7,1:23.483
450,11,R,16,44,\N,\N,11,1:24.003
451,18,R,17,19,\N,\N,17,1:25.207
452,19,R,18,9,\N,\N,20,1:26.238
453,6,R,19,9,\N,\N,6,1:23.475
454,12,R,20,8,\N,\N,19,1:26.094
455,15,R,21,7,\N,\N,21,1:26.323
456,17,R,22,1,\N,\N,\N,\N
457,1,1,1,78,1:40:29.329,6029329,1,1:15.284
458,2,2,2,78,+4.095,6033424,2,1:15.372
459,5,3,3,78,+1:09.114,6098443,4,1:16.183
460,3,4,4,77,\N,\N,5,1:16.254
461,10,5,5,77,\N,\N,3,1:16.006
462,9,6,6,77,\N,\N,12,1:17.041
463,17,7,7,77,\N,\N,7,1:16.658
464,6,8,8,77,\N,\N,6,1:16.592
465,19,9,9,77,\N,\N,10,1:16.867
466,8,10,10,77,\N,\N,13,1:17.080
467,7,11,11,77,\N,\N,9,1:16.802
468,16,12,12,77,\N,\N,11,1:16.991
469,4,13,13,76,\N,\N,14,1:17.100
470,14,14,14,76,\N,\N,8,1:16.786
471,12,15,15,76,\N,\N,18,1:17.495
472,11,16,16,76,\N,\N,17,1:17.231
473,22,17,17,76,\N,\N,15,1:17.183
474,23,18,18,76,\N,\N,16,1:17.223
475,21,19,19,70,\N,\N,20,1:17.689
476,20,R,20,53,\N,\N,19,1:17.678
477,15,R,21,17,\N,\N,21,1:18.998
478,18,R,22,2,\N,\N,\N,\N
479,2,1,1,70,1:44:11.292,6251292,2,1:16.494
480,9,2,2,70,+4.343,6255635,3,1:16.696
481,17,3,3,70,+5.325,6256617,11,1:17.947
482,4,4,4,70,+6.729,6258021,13,1:18.368
483,6,5,5,70,+13.007,6264299,5,1:16.861
484,22,6,6,70,+16.698,6267990,12,1:18.035
485,1,7,7,70,+21.936,6273228,1,1:16.367
486,11,8,8,70,+22.888,6274180,10,1:17.910
487,15,9,9,70,+22.960,6274252,9,1:17.618
488,16,10,10,70,+23.984,6275276,6,1:17.156
489,23,11,11,70,+24.318,6275610,15,1:18.780
490,8,12,12,70,+30.439,6281731,14,1:18.543
491,12,R,13,58,\N,\N,17,1:19.092
492,18,R,14,54,\N,\N,19,1:19.375
493,21,R,15,47,\N,\N,18,1:19.254
494,14,R,16,36,\N,\N,16,1:18.981
495,10,R,17,26,\N,\N,8,1:17.529
496,20,R,18,21,\N,\N,20,1:19.452
497,19,R,19,8,\N,\N,21,1:20.092
498,7,R,20,0,\N,\N,\N,\N
499,5,D,21,51,\N,\N,4,1:16.849
500,3,D,22,51,\N,\N,7,1:17.411
501,2,1,1,73,1:31:09.965,5469965,2,1:13.222
502,1,2,2,73,+1.5,5471465,3,1:13.257
503,5,3,3,73,+12.8,5482765,4,1:13.380
504,6,4,4,73,+15.4,5485365,1,1:13.117
505,4,5,5,73,+41.4,5511365,7,1:13.998
506,12,6,6,73,+66.7,5536665,10,1:14.016
507,15,7,7,73,+67.3,5537265,8,1:14.004
508,10,8,8,73,+67.7,5537665,6,1:13.862
509,3,9,9,72,\N,\N,9,1:14.009
510,17,10,10,72,\N,\N,13,1:14.486
511,23,11,11,72,\N,\N,12,1:14.066
512,7,12,12,72,\N,\N,14,1:14.703
513,19,13,13,71,\N,\N,16,1:15.092
514,20,14,14,71,\N,\N,15,1:14.858
515,21,15,15,70,\N,\N,18,1:15.902
516,16,16,16,68,\N,\N,11,1:14.066
517,18,17,17,68,\N,\N,17,1:15.426
518,9,R,18,56,\N,\N,5,1:13.414
519,22,R,19,13,\N,\N,19,1:16.680
520,14,R,20,0,\N,\N,\N,\N
521,8,R,21,0,\N,\N,\N,\N
522,11,R,22,0,\N,\N,\N,\N
523,6,1,1,70,1:30:54.200,5454200,2,1:16.207
524,5,2,2,70,+2.414,5456614,1,1:16.099
525,2,3,3,70,+32.153,5486353,4,1:16.587
526,10,4,4,70,+41.727,5495927,10,1:17.153
527,9,5,5,70,+48.801,5503001,7,1:16.875
528,3,6,6,70,+51.940,5506140,5,1:16.703
529,1,7,7,70,+56.516,5510716,3,1:16.495
530,7,8,8,70,+58.885,5513085,6,1:16.770
531,16,9,9,70,+1:08.505,5522705,9,1:17.011
532,11,10,10,69,\N,\N,8,1:16.966
533,8,11,11,69,\N,\N,12,1:17.220
534,15,12,12,69,\N,\N,14,1:17.249
535,14,13,13,69,\N,\N,15,1:17.447
536,17,14,14,69,\N,\N,13,1:17.240
537,4,15,15,69,\N,\N,11,1:17.206
538,22,16,16,68,\N,\N,16,1:17.796
539,20,17,17,68,\N,\N,18,1:18.091
540,19,R,18,55,\N,\N,17,1:17.934
541,21,R,19,28,\N,\N,19,1:18.955
542,23,R,20,1,\N,\N,\N,\N
543,12,R,21,1,\N,\N,\N,\N
