resultId,number,positionText,positionOrder,laps,time,milliseconds,rank,fastestLapTime
14187,2,3,3,40,+26.66,6307830,\N,\N
14188,11,4,4,40,+43.28,6324450,\N,\N
14189,12,5,5,40,+1:01.88,6343050,\N,\N
14190,24,6,6,40,+1:05.12,6346290,\N,\N
14191,27,7,7,40,+1:06.81,6347980,\N,\N
14192,7,8,8,40,+1:39.62,6380790,\N,\N
14193,6,9,9,40,+1:51.84,6393010,\N,\N
14194,18,10,10,40,+2:29.60,6430770,\N,\N
14195,21,11,11,39,\N,\N,\N,\N
14196,22,12,12,39,\N,\N,\N,\N
14197,30,13,13,39,\N,\N,\N,\N
14198,23,14,14,39,\N,\N,\N,\N
14199,5,15,15,38,\N,\N,\N,\N
14200,17,R,16,32,\N,\N,\N,\N
14201,4,R,17,31,\N,\N,\N,\N
14202,16,R,18,31,\N,\N,\N,\N
14203,20,R,19,24,\N,\N,\N,\N
14204,28,R,20,22,\N,\N,\N,\N
14205,14,R,21,22,\N,\N,\N,\N
14206,3,R,22,18,\N,\N,\N,\N
14207,9,R,23,1,\N,\N,\N,\N
14208,3,1,1,78,1:43:16.90,6196900,\N,\N
14209,7,2,2,78,+3.74,6200640,\N,\N
14210,4,3,3,78,+16.92,6213820,\N,\N
14211,8,4,4,78,+17.31,6214210,\N,\N
14212,12,5,5,78,+28.64,6225540,\N,\N
14213,2,6,6,78,+1:03.64,6260540,\N,\N
14214,23,7,7,78,+1:12.91,6269810,\N,\N
14215,28,8,8,77,\N,\N,\N,\N
14216,16,9,9,77,\N,\N,\N,\N
14217,5,10,10,77,\N,\N,\N,\N
14218,34,11,11,76,\N,\N,\N,\N
14219,6,12,12,76,\N,\N,\N,\N
14220,33,13,13,76,\N,\N,\N,\N
14221,31,14,14,76,\N,\N,\N,\N
14222,14,15,15,76,\N,\N,\N,\N
14223,11,16,16,71,\N,\N,\N,\N
14224,27,17,17,70,\N,\N,\N,\N
14225,21,N,18,69,\N,\N,\N,\N
14226,1,N,19,65,\N,\N,\N,\N
14227,32,R,20,55,\N,\N,\N,\N
14228,24,R,21,53,\N,\N,\N,\N
14229,17,R,22,37,\N,\N,\N,\N
14230,10,R,23,23,\N,\N,\N,\N
14231,20,R,24,22,\N,\N,\N,\N
14232,18,R,25,19,\N,\N,\N,\N
14233,9,R,26,16,\N,\N,\N,\N
14234,30,F,27,0,\N,\N,\N,\N
14235,22,F,28,0,\N,\N,\N,\N
14236,2,1,1,29,42:53.7,2573700,\N,\N
14237,6,2,2,29,+1.1,2574800,\N,\N
14238,7,3,3,28,\N,\N,\N,\N
14239,17,4,4,28,\N,\N,\N,\N
14240,9,5,5,28,\N,\N,\N,\N
14241,10,6,6,27,\N,\N,\N,\N
14242,21,7,7,27,\N,\N,\N,\N
14243,18,8,8,26,\N,\N,\N,\N
14244,11,N,9,25,\N,\N,\N,\N
14245,22,R,10,25,\N,\N,\N,\N
14246,8,R,11,25,\N,\N,\N,\N
14247,16,R,12,23,\N,\N,\N,\N
14248,5,R,13,23,\N,\N,\N,\N
14249,31,R,14,20,\N,\N,\N,\N
14250,23,N,15,18,\N,\N,\N,\N
14251,27,R,16,16,\N,\N,\N,\N
14252,14,R,17,7,\N,\N,\N,\N
14253,24,R,18,6,\N,\N,\N,\N
14254,3,R,19,3,\N,\N,\N,\N
14255,28,R,20,3,\N,\N,\N,\N
14256,25,R,21,3,\N,\N,\N,\N
14257,4,R,22,1,\N,\N,\N,\N
14258,30,R,23,1,\N,\N,\N,\N
14259,20,R,24,1,\N,\N,\N,\N
14260,12,R,25,0,\N,\N,\N,\N
14261,1,W,26,0,\N,\N,\N,\N
14262,12,1,1,75,2:01:21.31,7281310,\N,\N
14263,1,2,2,75,+2.78,7284090,\N,\N
14264,8,3,3,75,+17.81,7299120,\N,\N
14265,5,4,4,75,+38.45,7319760,\N,\N
14266,4,5,5,75,+40.86,7322170,\N,\N
14267,2,6,6,75,+42.07,7323380,\N,\N
14268,3,7,7,74,\N,\N,\N,\N
14269,6,8,8,74,\N,\N,\N,\N
14270,7,9,9,73,\N,\N,\N,\N
14271,28,R,10,66,\N,\N,\N,\N
14272,24,R,11,63,\N,\N,\N,\N
14273,26,R,12,61,\N,\N,\N,\N
14274,9,R,13,48,\N,\N,\N,\N
14275,16,R,14,39,\N,\N,\N,\N
14276,11,R,15,36,\N,\N,\N,\N
14277,18,R,16,36,\N,\N,\N,\N
14278,27,R,17,9,\N,\N,\N,\N
14279,17,R,18,0,\N,\N,\N,\N
14280,21,F,19,0,\N,\N,\N,\N
14281,20,F,20,0,\N,\N,\N,\N
14282,23,F,21,0,\N,\N,\N,\N
14283,14,F,22,0,\N,\N,\N,\N
14284,31,F,23,0,\N,\N,\N,\N
14285,25,F,24,0,\N,\N,\N,\N
14286,10,F,25,0,\N,\N,\N,\N
14287,30,F,26,0,\N,\N,\N,\N
14288,12,1,1,70,1:43:53.98,6233980,\N,\N
14289,3,2,2,70,+19.22,6253200,\N,\N
14290,7,3,3,70,+41.82,6275800,\N,\N
14291,4,4,4,70,+1:00.08,6294060,\N,\N
14292,11,5,5,70,+1:03.84,6297820,\N,\N
14293,16,6,6,70,+1:28.45,6322430,\N,\N
14294,1,7,7,69,\N,\N,\N,\N
14295,8,8,8,69,\N,\N,\N,\N
14296,14,9,9,68,\N,\N,\N,\N
14297,18,10,10,68,\N,\N,\N,\N
14298,28,11,11,67,\N,\N,\N,\N
14299,30,12,12,67,\N,\N,\N,\N
14300,22,R,13,57,\N,\N,\N,\N
14301,9,R,14,54,\N,\N,\N,\N
14302,6,R,15,52,\N,\N,\N,\N
14303,5,R,16,36,\N,\N,\N,\N
14304,21,R,17,18,\N,\N,\N,\N
14305,10,R,18,18,\N,\N,\N,\N
14306,23,R,19,17,\N,\N,\N,\N
14307,24,R,20,15,\N,\N,\N,\N
14308,17,R,21,13,\N,\N,\N,\N
14309,20,R,22,2,\N,\N,\N,\N
14310,26,R,23,1,\N,\N,\N,\N
14311,2,R,24,0,\N,\N,\N,\N
14312,12,1,1,80,1:59:18.319,7158319,\N,\N
14313,7,2,2,80,+6.288,7164607,\N,\N
14314,11,3,3,80,+29.095,7187414,\N,\N
14315,27,4,4,80,+44.380,7202699,\N,\N
14316,28,5,5,80,+1:30.763,7249082,\N,\N
14317,23,6,6,79,\N,\N,\N,\N
14318,3,7,7,79,\N,\N,\N,\N
14319,1,8,8,79,\N,\N,\N,\N
14320,5,9,9,79,\N,\N,\N,\N
14321,32,10,10,78,\N,\N,\N,\N
14322,26,11,11,78,\N,\N,\N,\N
14323,4,12,12,78,\N,\N,\N,\N
14324,14,13,13,78,\N,\N,\N,\N
14325,20,14,14,78,\N,\N,\N,\N
14326,6,15,15,77,\N,\N,\N,\N
14327,18,16,16,77,\N,\N,\N,\N
14328,30,17,17,74,\N,\N,\N,\N
14329,16,R,18,53,\N,\N,\N,\N
14330,21,R,19,49,\N,\N,\N,\N
14331,22,R,20,47,\N,\N,\N,\N
14332,8,R,21,41,\N,\N,\N,\N
14333,17,R,22,38,\N,\N,\N,\N
14334,9,R,23,36,\N,\N,\N,\N
14335,2,R,24,34,\N,\N,\N,\N
14336,24,R,25,21,\N,\N,\N,\N
14337,10,R,26,10,\N,\N,\N,\N
14338,24,1,1,75,1:46:57.40,6417400,\N,\N
14339,12,2,2,75,+1.06,6418460,\N,\N
14340,11,3,3,75,+55.06,6472460,\N,\N
14341,7,4,4,74,\N,\N,\N,\N
14342,8,5,5,74,\N,\N,\N,\N
14343,16,6,6,74,\N,\N,\N,\N
14344,23,7,7,74,\N,\N,\N,\N
14345,28,8,8,74,\N,\N,\N,\N
14346,4,9,9,73,\N,\N,\N,\N
14347,31,10,10,71,\N,\N,\N,\N
14348,30,11,11,71,\N,\N,\N,\N
14349,20,12,12,70,\N,\N,\N,\N
14350,22,13,13,70,\N,\N,\N,\N
14351,10,14,14,70,\N,\N,\N,\N
14352,5,15,15,69,\N,\N,\N,\N
14353,3,16,16,67,\N,\N,\N,\N
14354,21,R,17,64,\N,\N,\N,\N
14355,2,R,18,61,\N,\N,\N,\N
14356,17,R,19,44,\N,\N,\N,\N
14357,18,R,20,43,\N,\N,\N,\N
14358,1,R,21,40,\N,\N,\N,\N
14359,14,R,22,23,\N,\N,\N,\N
14360,6,R,23,6,\N,\N,\N,\N
14361,9,R,24,0,\N,\N,\N,\N
14362,35,W,25,0,\N,\N,\N,\N
14363,12,1,1,54,1:40:18.84,6018840,\N,\N
14364,24,2,2,54,+1.59,6020430,\N,\N
14365,2,3,3,54,+2.31,6021150,\N,\N
14366,1,4,4,54,+39.77,6058610,\N,\N
14367,27,5,5,54,+1:02.08,6080920,\N,\N
14368,4,6,6,54,+1:07.40,6086240,\N,\N
14369,23,7,7,54,+1:09.61,6088450,\N,\N
14370,17,8,8,54,+1:19.78,6098620,\N,\N
14371,3,9,9,54,+1:31.68,6110520,\N,\N
14372,5,10,10,54,+1:36.02,6114860,\N,\N
14373,21,11,11,54,+1:36.77,6115610,\N,\N
14374,15,12,12,54,+1:37.13,6115970,\N,\N
14375,18,13,13,53,\N,\N,\N,\N
14376,7,14,14,53,\N,\N,\N,\N
14377,31,15,15,53,\N,\N,\N,\N
14378,22,16,16,53,\N,\N,\N,\N
14379,14,17,17,52,\N,\N,\N,\N
14380,10,18,18,50,\N,\N,\N,\N
14381,8,R,19,26,\N,\N,\N,\N
14382,6,R,20,17,\N,\N,\N,\N
14383,30,R,21,14,\N,\N,\N,\N
14384,9,R,22,6,\N,\N,\N,\N
14385,11,R,23,6,\N,\N,\N,\N
14386,28,R,24,6,\N,\N,\N,\N
14387,16,R,25,2,\N,\N,\N,\N
14388,20,W,26,0,\N,\N,\N,\N
14389,1,1,1,56,1:22:05.0,4925000,\N,\N
14390,8,2,2,55,\N,\N,\N,\N
14391,3,3,3,55,\N,\N,\N,\N
14392,24,4,4,55,\N,\N,\N,\N
14393,28,5,5,55,\N,\N,\N,\N
14394,9,6,6,55,\N,\N,\N,\N
14395,2,7,7,55,\N,\N,\N,\N
14396,12,8,8,54,\N,\N,\N,\N
14397,4,9,9,54,\N,\N,\N,\N
14398,22,10,10,54,\N,\N,\N,\N
14399,18,11,11,54,\N,\N,\N,\N
14400,27,12,12,54,\N,\N,\N,\N
14401,11,13,13,54,\N,\N,\N,\N
14402,17,14,14,53,\N,\N,\N,\N
14403,23,15,15,53,\N,\N,\N,\N
14404,15,16,16,53,\N,\N,\N,\N
14405,32,17,17,51,\N,\N,\N,\N
14406,19,18,18,50,\N,\N,\N,\N
14407,30,19,19,50,\N,\N,\N,\N
14408,10,R,20,45,\N,\N,\N,\N
14409,6,R,21,28,\N,\N,\N,\N
14410,16,R,22,20,\N,\N,\N,\N
14411,29,R,23,18,\N,\N,\N,\N
14412,5,R,24,7,\N,\N,\N,\N
14413,21,R,25,5,\N,\N,\N,\N
14414,7,R,26,4,\N,\N,\N,\N
14415,31,F,27,0,\N,\N,\N,\N
14416,35,F,28,0,\N,\N,\N,\N
14417,7,1,1,14,1:41:14.1,6074100,\N,\N
14418,21,2,2,14,+1:37.7,6171800,\N,\N
14419,12,3,3,14,+2:23.3,6217400,\N,\N
14420,16,4,4,14,+3:31.4,6285500,\N,\N
14421,22,5,5,14,+3:50.3,6304400,\N,\N
14422,19,6,6,14,+5:05.5,6379600,\N,\N
14423,29,7,7,14,+7:30.4,6524500,\N,\N
14424,25,8,8,14,+7:40.9,6535000,\N,\N
14425,4,9,9,13,\N,\N,\N,\N
14426,27,10,10,12,\N,\N,\N,\N
14427,24,R,11,10,\N,\N,\N,\N
14428,11,R,12,9,\N,\N,\N,\N
14429,23,R,13,9,\N,\N,\N,\N
14430,3,R,14,7,\N,\N,\N,\N
14431,17,R,15,7,\N,\N,\N,\N
14432,8,R,16,5,\N,\N,\N,\N
14433,30,R,17,4,\N,\N,\N,\N
14434,10,R,18,3,\N,\N,\N,\N
14435,1,R,19,3,\N,\N,\N,\N
14436,9,R,20,3,\N,\N,\N,\N
14437,6,R,21,2,\N,\N,\N,\N
14438,5,R,22,1,\N,\N,\N,\N
14439,28,R,23,1,\N,\N,\N,\N
14440,2,R,24,0,\N,\N,\N,\N
14441,20,R,25,0,\N,\N,\N,\N
14442,35,F,26,0,\N,\N,\N,\N
14443,9,1,1,29,0:57:56.69,3476690,\N,\N
14444,24,2,2,29,+27.03,3503720,\N,\N
14445,16,3,3,29,+34.85,3511540,\N,\N
14446,2,4,4,29,+1:12.66,3549350,\N,\N
14447,5,5,5,29,+1:23.33,3560020,\N,\N
14448,12,6,6,29,+1:30.28,3566970,\N,\N
14449,11,7,7,29,+1:39.07,3575760,\N,\N
14450,3,8,8,28,\N,\N,\N,\N
14451,1,9,9,28,\N,\N,\N,\N
14452,18,10,10,28,\N,\N,\N,\N
14453,4,11,11,28,\N,\N,\N,\N
14454,31,12,12,28,\N,\N,\N,\N
14455,25,13,13,28,\N,\N,\N,\N
14456,7,14,14,28,\N,\N,\N,\N
14457,23,15,15,28,\N,\N,\N,\N
14458,22,16,16,27,\N,\N,\N,\N
14459,29,17,17,26,\N,\N,\N,\N
14460,33,N,18,25,\N,\N,\N,\N
14461,32,R,19,23,\N,\N,\N,\N
14462,21,R,20,21,\N,\N,\N,\N
14463,8,R,21,17,\N,\N,\N,\N
14464,20,R,22,14,\N,\N,\N,\N
14465,10,R,23,10,\N,\N,\N,\N
14466,17,R,24,10,\N,\N,\N,\N
14467,14,R,25,2,\N,\N,\N,\N
14468,27,R,26,1,\N,\N,\N,\N
14469,28,W,27,0,\N,\N,\N,\N
14470,6,W,28,0,\N,\N,\N,\N
14471,35,F,29,0,\N,\N,\N,\N
14472,30,F,30,0,\N,\N,\N,\N
14473,11,1,1,52,1:22:42.6,4962600,\N,\N
14474,1,2,2,52,+16.6,4979200,\N,\N
14475,12,3,3,52,+23.2,4985800,\N,\N
14476,7,4,4,52,+55.1,5017700,\N,\N
14477,24,5,5,52,+57.1,5019700,\N,\N
14478,16,6,6,52,+1:15.9,5038500,\N,\N
14479,4,7,7,51,\N,\N,\N,\N
14480,3,8,8,51,\N,\N,\N,\N
14481,34,9,9,51,\N,\N,\N,\N
14482,25,10,10,50,\N,\N,\N,\N
14483,30,11,11,48,\N,\N,\N,\N
14484,32,12,12,48,\N,\N,\N,\N
14485,6,13,13,46,\N,\N,\N,\N
14486,20,14,14,46,\N,\N,\N,\N
14487,17,R,15,32,\N,\N,\N,\N
14488,29,R,16,21,\N,\N,\N,\N
14489,10,R,17,15,\N,\N,\N,\N
14490,21,R,18,7,\N,\N,\N,\N
14491,8,R,19,6,\N,\N,\N,\N
14492,22,R,20,3,\N,\N,\N,\N
14493,2,R,21,2,\N,\N,\N,\N
14494,5,R,22,1,\N,\N,\N,\N
14495,23,R,23,1,\N,\N,\N,\N
14496,27,R,24,1,\N,\N,\N,\N
14497,9,R,25,1,\N,\N,\N,\N
14498,14,R,26,0,\N,\N,\N,\N
14499,31,F,27,0,\N,\N,\N,\N
14500,35,F,28,0,\N,\N,\N,\N
14501,12,1,1,59,1:42:58.175,6178175,\N,\N
14502,1,2,2,59,+4.943,6183118,\N,\N
14503,2,3,3,59,+47.637,6225812,\N,\N
14504,24,4,4,59,+49.475,6227650,\N,\N
14505,5,5,5,59,+49.986,6228161,\N,\N
14506,3,6,6,59,+50.321,6228496,\N,\N
14507,9,7,7,59,+1:44.031,6282206,\N,\N
14508,10,8,8,58,\N,\N,\N,\N
14509,28,9,9,57,\N,\N,\N,\N
14510,30,10,10,55,\N,\N,\N,\N
14511,16,N,11,52,\N,\N,\N,\N
14512,6,N,12,49,\N,\N,\N,\N
14513,25,R,13,46,\N,\N,\N,\N
14514,31,R,14,41,\N,\N,\N,\N
14515,11,W,15,0,\N,\N,\N,\N
14516,17,R,16,19,\N,\N,\N,\N
14517,7,R,17,9,\N,\N,\N,\N
14518,27,R,18,9,\N,\N,\N,\N
14519,23,R,19,5,\N,\N,\N,\N
14520,15,R,20,5,\N,\N,\N,\N
14521,4,R,21,2,\N,\N,\N,\N
14522,8,R,22,2,\N,\N,\N,\N
14523,21,W,23,0,\N,\N,\N,\N
14524,20,W,24,0,\N,\N,\N,\N
14525,6,1,1,53,1:41:02.01,6062010,\N,\N
14526,12,2,2,53,+9.27,6071280,\N,\N
14527,11,3,3,53,+20.41,6082420,\N,\N
14528,33,4,4,53,+31.79,6093800,\N,\N
14529,14,5,5,53,+51.84,6113850,\N,\N
14530,4,6,6,53,+1:52.48,6174490,\N,\N
14531,7,7,7,52,\N,\N,\N,\N
14532,10,8,8,52,\N,\N,\N,\N
14533,15,9,9,52,\N,\N,\N,\N
14534,5,10,10,52,\N,\N,\N,\N
14535,27,11,11,51,\N,\N,\N,\N
14536,28,12,12,49,\N,\N,\N,\N
14537,1,13,13,48,\N,\N,\N,\N
14538,26,R,14,45,\N,\N,\N,\N
14539,2,R,15,36,\N,\N,\N,\N
14540,8,R,16,36,\N,\N,\N,\N
14541,9,R,17,31,\N,\N,\N,\N
14542,37,R,18,31,\N,\N,\N,\N
14543,3,R,19,25,\N,\N,\N,\N
14544,18,R,20,21,\N,\N,\N,\N
14545,20,R,21,19,\N,\N,\N,\N
14546,24,R,22,11,\N,\N,\N,\N
14547,19,R,23,10,\N,\N,\N,\N
14548,16,R,24,1,\N,\N,\N,\N
14549,17,R,25,0,\N,\N,\N,\N
14550,5,1,1,32,1:24:37.06,5077060,\N,\N
14551,11,2,2,32,+13.57,5090630,\N,\N
14552,2,3,3,31,\N,\N,\N,\N
14553,18,4,4,31,\N,\N,\N,\N
14554,33,5,5,31,\N,\N,\N,\N
14555,1,6,6,31,\N,\N,\N,\N
14556,7,7,7,31,\N,\N,\N,\N
14557,4,8,8,31,\N,\N,\N,\N
14558,24,9,9,31,\N,\N,\N,\N
14559,14,10,10,31,\N,\N,\N,\N
14560,26,11,11,31,\N,\N,\N,\N
14561,6,12,12,31,\N,\N,\N,\N
14562,3,13,13,31,\N,\N,\N,\N
14563,15,14,14,30,\N,\N,\N,\N
14564,8,15,15,30,\N,\N,\N,\N
14565,37,16,16,30,\N,\N,\N,\N
14566,19,17,17,30,\N,\N,\N,\N
14567,28,R,18,27,\N,\N,\N,\N
14568,9,R,19,24,\N,\N,\N,\N
14569,17,R,20,21,\N,\N,\N,\N
14570,20,R,21,20,\N,\N,\N,\N
14571,16,R,22,10,\N,\N,\N,\N
14572,10,R,23,8,\N,\N,\N,\N
14573,12,R,24,2,\N,\N,\N,\N
14574,27,R,25,2,\N,\N,\N,\N
14575,7,1,1,78,1:42:40.96,6160960,\N,\N
14576,14,2,2,78,+33.94,6194900,\N,\N
14577,33,3,3,78,+42.16,6203120,\N,\N
14578,4,4,4,78,+44.19,6205150,\N,\N
14579,9,5,5,78,+46.23,6207190,\N,\N
14580,20,6,6,78,+56.04,6217000,\N,\N
14581,5,7,7,78,+1:08.39,6229350,\N,\N
14582,3,8,8,78,+1:10.54,6231500,\N,\N
14583,6,9,9,77,\N,\N,\N,\N
14584,10,10,10,77,\N,\N,\N,\N
14585,18,11,11,77,\N,\N,\N,\N
14586,26,12,12,77,\N,\N,\N,\N
14587,29,13,13,76,\N,\N,\N,\N
14588,32,14,14,76,\N,\N,\N,\N
14589,37,15,15,75,\N,\N,\N,\N
14590,12,16,16,74,\N,\N,\N,\N
14591,8,17,17,74,\N,\N,\N,\N
14592,15,18,18,72,\N,\N,\N,\N
14593,23,19,19,71,\N,\N,\N,\N
14594,11,R,20,65,\N,\N,\N,\N
14595,28,R,21,54,\N,\N,\N,\N
14596,2,R,22,31,\N,\N,\N,\N
14597,24,R,23,13,\N,\N,\N,\N
14598,19,R,24,11,\N,\N,\N,\N
14599,30,R,25,6,\N,\N,\N,\N
14600,1,R,26,2,\N,\N,\N,\N
14601,21,R,27,0,\N,\N,\N,\N
14602,12,1,1,84,2:00:29.56,7229560,\N,\N
14603,11,2,2,84,+35.61,7265170,\N,\N
14604,5,3,3,83,\N,\N,\N,\N
14605,9,4,4,82,\N,\N,\N,\N
14606,3,5,5,82,\N,\N,\N,\N
14607,6,6,6,82,\N,\N,\N,\N
14608,16,7,7,81,\N,\N,\N,\N
14609,4,8,8,81,\N,\N,\N,\N
14610,33,9,9,81,\N,\N,\N,\N
14611,24,10,10,81,\N,\N,\N,\N
14612,28,11,11,80,\N,\N,\N,\N
14613,15,12,12,80,\N,\N,\N,\N
14614,18,13,13,78,\N,\N,\N,\N
14615,23,14,14,76,\N,\N,\N,\N
14616,17,N,15,73,\N,\N,\N,\N
14617,26,R,16,43,\N,\N,\N,\N
14618,20,R,17,37,\N,\N,\N,\N
14619,19,R,18,35,\N,\N,\N,\N
14620,37,R,19,27,\N,\N,\N,\N
14621,2,R,20,26,\N,\N,\N,\N
14622,1,R,21,23,\N,\N,\N,\N
14623,30,R,22,22,\N,\N,\N,\N
14624,8,R,23,14,\N,\N,\N,\N
14625,7,R,24,12,\N,\N,\N,\N
14626,14,R,25,2,\N,\N,\N,\N
14627,27,F,26,0,\N,\N,\N,\N
14628,21,F,27,0,\N,\N,\N,\N
14629,5,1,1,85,1:44:20.57,6260570,\N,\N
14630,12,2,2,85,+0.35,6260920,\N,\N
14631,3,3,3,85,+45.61,6306180,\N,\N
14632,11,4,4,85,+52.02,6312590,\N,\N
14633,14,5,5,85,+1:08.05,6328620,\N,\N
14634,6,6,6,85,+1:10.54,6331110,\N,\N
14635,33,7,7,84,\N,\N,\N,\N
14636,26,8,8,83,\N,\N,\N,\N
14637,10,9,9,83,\N,\N,\N,\N
14638,41,10,10,83,\N,\N,\N,\N
14639,28,11,11,83,\N,\N,\N,\N
14640,27,12,12,82,\N,\N,\N,\N
14641,17,13,13,82,\N,\N,\N,\N
14642,21,14,14,82,\N,\N,\N,\N
14643,22,15,15,82,\N,\N,\N,\N
14644,37,16,16,82,\N,\N,\N,\N
14645,34,17,17,81,\N,\N,\N,\N
14646,16,18,18,80,\N,\N,\N,\N
14647,2,R,19,72,\N,\N,\N,\N
14648,42,R,20,66,\N,\N,\N,\N
14649,7,R,21,62,\N,\N,\N,\N
14650,1,R,22,56,\N,\N,\N,\N
14651,4,R,23,53,\N,\N,\N,\N
14652,19,R,24,53,\N,\N,\N,\N
14653,43,R,25,53,\N,\N,\N,\N
14654,18,R,26,50,\N,\N,\N,\N
14655,8,R,27,49,\N,\N,\N,\N
14656,24,R,28,45,\N,\N,\N,\N
14657,20,R,29,29,\N,\N,\N,\N
14658,15,R,30,12,\N,\N,\N,\N
14659,9,R,31,6,\N,\N,\N,\N
14660,44,F,32,0,\N,\N,\N,\N
14661,1,1,1,78,1:58:03.7,7083700,\N,\N
14662,3,2,2,78,+28.8,7112500,\N,\N
14663,17,3,3,78,+48.9,7132600,\N,\N
14664,11,4,4,78,+1:03.1,7146800,\N,\N
14665,5,5,5,77,\N,\N,\N,\N
14666,28,6,6,77,\N,\N,\N,\N
14667,26,7,7,76,\N,\N,\N,\N
14668,27,8,8,75,\N,\N,\N,\N
14669,4,9,9,74,\N,\N,\N,\N
14670,15,R,10,62,\N,\N,\N,\N
14671,2,R,11,34,\N,\N,\N,\N
14672,12,R,12,32,\N,\N,\N,\N
14673,24,R,13,27,\N,\N,\N,\N
14674,33,R,14,11,\N,\N,\N,\N
14675,7,R,15,5,\N,\N,\N,\N
14676,37,R,16,4,\N,\N,\N,\N
14677,22,R,17,4,\N,\N,\N,\N
14678,9,R,18,3,\N,\N,\N,\N
14679,14,R,19,0,\N,\N,\N,\N
14680,6,R,20,0,\N,\N,\N,\N
14681,20,R,21,0,\N,\N,\N,\N
14682,10,R,22,0,\N,\N,\N,\N
14683,16,R,23,0,\N,\N,\N,\N
14684,18,R,24,0,\N,\N,\N,\N
14685,23,R,25,0,\N,\N,\N,\N
14686,19,W,26,0,\N,\N,\N,\N
14687,30,W,27,0,\N,\N,\N,\N
14688,8,F,28,0,\N,\N,\N,\N
14689,3,1,1,80,1:58:31.391,7111391,\N,\N
14690,4,2,2,80,+0.380,7111771,\N,\N
14691,24,3,3,80,+3.325,7114716,\N,\N
14692,5,4,4,80,+53.507,7164898,\N,\N
14693,17,5,5,80,+1:16.403,7187794,\N,\N
14694,26,6,6,79,\N,\N,\N,\N
14695,27,7,7,79,\N,\N,\N,\N
14696,21,8,8,79,\N,\N,\N,\N
14697,8,9,9,79,\N,\N,\N,\N
14698,10,10,10,78,\N,\N,\N,\N
14699,28,11,11,77,\N,\N,\N,\N
14700,22,D,12,77,\N,\N,\N,\N
14701,12,R,13,70,\N,\N,\N,\N
14702,9,R,14,59,\N,\N,\N,\N
14703,6,R,15,56,\N,\N,\N,\N
14704,19,R,16,53,\N,\N,\N,\N
14705,7,R,17,30,\N,\N,\N,\N
14706,2,R,18,27,\N,\N,\N,\N
14707,11,R,19,24,\N,\N,\N,\N
14708,18,R,20,15,\N,\N,\N,\N
14709,1,R,21,8,\N,\N,\N,\N
14710,23,R,22,8,\N,\N,\N,\N
14711,33,R,23,5,\N,\N,\N,\N
14712,14,R,24,3,\N,\N,\N,\N
14713,16,R,25,2,\N,\N,\N,\N
14714,15,R,26,0,\N,\N,\N,\N
14715,20,F,27,0,\N,\N,\N,\N
14716,12,1,1,75,1:43:00.35,6180350,\N,\N
14717,11,2,2,75,+8.25,6188600,\N,\N
14718,5,3,3,75,+30.27,6210620,\N,\N
14719,33,4,4,75,+31.29,6211640,\N,\N
14720,3,5,5,75,+34.28,6214630,\N,\N
14721,4,6,6,75,+51.52,6231870,\N,\N
14722,28,7,7,75,+1:13.95,6254300,\N,\N
14723,1,8,8,73,\N,\N,\N,\N
14724,8,9,9,73,\N,\N,\N,\N
14725,10,10,10,72,\N,\N,\N,\N
14726,2,11,11,71,\N,\N,\N,\N
14727,7,12,12,71,\N,\N,\N,\N
14728,22,D,13,69,\N,\N,\N,\N
14729,6,R,14,65,\N,\N,\N,\N
14730,37,R,15,60,\N,\N,\N,\N
14731,20,R,16,54,\N,\N,\N,\N
14732,27,R,17,36,\N,\N,\N,\N
14733,17,R,18,28,\N,\N,\N,\N
14734,14,R,19,18,\N,\N,\N,\N
14735,26,R,20,16,\N,\N,\N,\N
14736,15,R,21,15,\N,\N,\N,\N
14737,19,R,22,8,\N,\N,\N,\N
14738,24,R,23,2,\N,\N,\N,\N
14739,16,R,24,0,\N,\N,\N,\N
14740,9,R,25,0,\N,\N,\N,\N
14741,23,F,26,0,\N,\N,\N,\N
14742,21,F,27,0,\N,\N,\N,\N
14743,1,1,1,80,1:21:55.02,4915020,\N,\N
14744,12,2,2,80,+20.36,4935380,\N,\N
14745,11,3,3,80,+27.84,4942860,\N,\N
14746,3,4,4,80,+28.11,4943130,\N,\N
14747,2,5,5,80,+37.54,4952560,\N,\N
14748,6,6,6,80,+38.14,4953160,\N,\N
14749,33,7,7,79,\N,\N,\N,\N
14750,4,8,8,79,\N,\N,\N,\N
14751,20,9,9,79,\N,\N,\N,\N
14752,14,10,10,79,\N,\N,\N,\N
14753,10,11,11,79,\N,\N,\N,\N
14754,17,12,12,79,\N,\N,\N,\N
14755,26,13,13,78,\N,\N,\N,\N
14756,37,14,14,78,\N,\N,\N,\N
14757,27,15,15,77,\N,\N,\N,\N
14758,28,16,16,76,\N,\N,\N,\N
14759,5,R,17,27,\N,\N,\N,\N
14760,7,R,18,24,\N,\N,\N,\N
14761,19,R,19,4,\N,\N,\N,\N
14762,16,R,20,1,\N,\N,\N,\N
14763,15,R,21,1,\N,\N,\N,\N
14764,24,R,22,0,\N,\N,\N,\N
14765,22,F,23,0,\N,\N,\N,\N
14766,8,F,24,0,\N,\N,\N,\N
14767,34,F,25,0,\N,\N,\N,\N
14768,21,F,26,0,\N,\N,\N,\N
14769,9,F,27,0,\N,\N,\N,\N
14770,18,F,28,0,\N,\N,\N,\N
